id_policy,id_client,id_vehicle,id_year,id_claim,claim_nb,claim_amount,pol_bonus,pol_coverage,pol_duration,pol_sit_duration,pol_pay_freq,pol_payd,pol_usage,pol_insee_code,drv_drv2,drv_age1,drv_age2,drv_sex1,drv_sex2,drv_age_lic1,drv_age_lic2,vh_age,vh_cyl,vh_din,vh_fuel,vh_make,vh_model,vh_sale_begin,vh_sale_end,vh_speed,vh_type,vh_value,vh_weight,claim_amount_winsorized
A00026241-V01,A00026241,V01,0,CL01,1,1236.0,0.5,4.0,10.0,1.0,Monthly,No,Retired,34032,No,72,,M,,50.0,0.0,3.0,1560.0,92.0,Diesel,CITROEN,XSARA,6.0,5.0,183.0,Tourism,20750.0,1320.0,1236.0
A00015562-V01,A00015562,V01,0,CL01,1,1236.0,0.55,1.0,3.0,3.0,Biannual,No,Retired,13215,No,65,,M,,32.0,0.0,11.0,1997.0,90.0,Diesel,PEUGEOT,406,12.0,8.0,180.0,Tourism,20100.0,1330.0,1236.0
A00050444-V01,A00050444,V01,0,CL01,1,838.06,0.5,4.0,1.0,1.0,Yearly,No,Professional,93064,No,55,,M,,27.0,0.0,5.0,2987.0,191.0,Diesel,MERCEDES BENZ,ML280,6.0,2.0,200.0,Tourism,52650.0,2110.0,838.06
A00007271-V01,A00007271,V01,0,CL01,1,106.14,0.5,4.0,14.0,2.0,Biannual,No,Retired,64122,Yes,70,36,M,F,51.0,17.0,11.0,1896.0,64.0,Diesel,VOLKSWAGEN,POLO,13.0,12.0,163.0,Tourism,12334.0,960.0,106.14
A00024643-V01,A00024643,V01,0,CL01,1,1405.37,0.5,4.0,14.0,2.0,Monthly,No,WorkPrivate,84043,Yes,57,61,M,F,39.0,40.0,3.0,1461.0,106.0,Diesel,RENAULT,MEGANE,6.0,5.0,185.0,Tourism,21000.0,1260.0,1405.37
A00086812-V01,A00086812,V01,0,CL01,1,0.0,0.57,4.0,5.0,2.0,Yearly,No,Professional,77111,Yes,33,59,M,F,15.0,41.0,5.0,1398.0,68.0,Diesel,CITROEN,C3,7.0,4.0,158.0,Tourism,17850.0,1174.0,0.0
A00023583-V01,A00023583,V01,0,CL01,1,1369.48,0.5,4.0,13.0,1.0,Monthly,No,WorkPrivate,38185,Yes,44,41,F,M,25.0,21.0,1.0,1396.0,90.0,Gasoline,KIA,VENGA,1.0,1.0,167.0,Tourism,15490.0,1178.0,1369.48
A00050727-V01,A00050727,V01,0,CL02,1,100.69,0.5,3.0,20.0,2.0,Monthly,No,WorkPrivate,77114,Yes,54,56,F,M,32.0,29.0,14.0,1171.0,60.0,Gasoline,RENAULT,CLIO,19.0,15.0,155.0,Tourism,10199.0,820.0,100.69
A00006768-V01,A00006768,V01,0,CL02,1,567.96,0.5,4.0,8.0,2.0,Monthly,No,Retired,78358,No,70,,M,,47.0,0.0,2.0,1560.0,90.0,Diesel,PEUGEOT,207,4.0,1.0,182.0,Tourism,19250.0,1264.0,567.96
A00059314-V01,A00059314,V01,0,CL01,1,988.33,0.5,4.0,17.0,2.0,Yearly,No,Retired,78092,No,70,,M,,35.0,0.0,6.0,1749.0,117.0,Gasoline,PEUGEOT,407,7.0,6.0,197.0,Tourism,20700.0,1315.0,988.33
A00038542-V01,A00038542,V01,0,CL01,1,710.26,0.5,4.0,12.0,1.0,Yearly,No,WorkPrivate,94068,Yes,62,57,M,F,43.0,20.0,1.0,1995.0,150.0,Diesel,RENAULT,MEGANE,2.0,1.0,210.0,Tourism,29500.0,1449.0,710.26
A00063567-V01,A00063567,V01,0,CL01,1,80.0,0.5,4.0,2.0,2.0,Yearly,No,WorkPrivate,78674,Yes,40,38,M,F,21.0,20.0,2.0,1560.0,109.0,Diesel,CITROEN,C4 PICASSO,3.0,1.0,180.0,Tourism,25500.0,1530.0,80.0
A00081363-V02,A00081363,V02,0,CL01,1,0.0,0.5,4.0,15.0,6.0,Yearly,No,Retired,75116,Yes,80,79,M,F,35.0,52.0,7.0,1149.0,75.0,Gasoline,RENAULT,TWINGO,11.0,5.0,170.0,Tourism,11300.0,845.0,0.0
A00060470-V01,A00060470,V01,0,CL01,1,928.5,0.73,4.0,20.0,2.0,Yearly,No,Retired,64069,No,73,,M,,54.0,0.0,5.0,1149.0,75.0,Gasoline,RENAULT,MODUS,5.0,4.0,163.0,Tourism,12850.0,1120.0,928.5
A00010988-V01,A00010988,V01,0,CL01,1,2683.76,0.5,4.0,20.0,3.0,Biannual,No,Retired,06069,No,80,,F,,58.0,0.0,3.0,1246.0,78.0,Gasoline,HONDA,JAZZ,4.0,3.0,170.0,Tourism,12980.0,979.0,2683.76
A00083846-V01,A00083846,V01,0,CL01,1,44.25,0.5,4.0,21.0,2.0,Yearly,No,Retired,42186,No,85,,F,,41.0,0.0,2.0,1149.0,101.0,Gasoline,RENAULT,MODUS,4.0,1.0,180.0,Tourism,16450.0,1090.0,44.25
A00083013-V01,A00083013,V01,0,CL01,1,891.96,0.5,4.0,26.0,1.0,Monthly,No,WorkPrivate,28070,Yes,50,42,M,F,28.0,18.0,5.0,1995.0,123.0,Diesel,BMW,118,7.0,5.0,201.0,Tourism,25050.0,1310.0,891.96
A00079956-V01,A00079956,V01,0,CL01,1,2031.47,0.5,4.0,4.0,1.0,Yearly,No,WorkPrivate,54395,No,72,,M,,48.0,0.0,7.0,1250.0,70.0,Diesel,FIAT,PUNTO,8.0,7.0,164.0,Tourism,12400.0,965.0,2031.47
A00062440-V01,A00062440,V01,0,CL01,1,130.11,0.67,3.0,3.0,2.0,Yearly,No,WorkPrivate,61494,No,54,,F,,24.0,0.0,13.0,1769.0,60.0,Diesel,CITROEN,C15,27.0,13.0,134.0,Commercial,12190.0,1530.0,130.11
A00062519-V01,A00062519,V01,0,CL01,1,544.18,0.64,2.0,4.0,4.0,Biannual,No,WorkPrivate,59058,No,27,,M,,8.0,0.0,13.0,1896.0,90.0,Diesel,AUDI,A4,16.0,14.0,177.0,Tourism,25932.0,1255.0,544.18
A00036430-V01,A00036430,V01,0,CL01,1,106.14,0.5,4.0,16.0,1.0,Monthly,No,WorkPrivate,85046,Yes,54,53,F,M,36.0,32.0,6.0,1108.0,55.0,Gasoline,FIAT,PANDA,6.0,5.0,150.0,Tourism,9150.0,840.0,106.14
A00013865-V01,A00013865,V01,0,CL01,1,56.19,0.5,4.0,18.0,2.0,Yearly,No,Retired,54144,No,71,,F,,42.0,0.0,2.0,1149.0,75.0,Gasoline,RENAULT,TWINGO,3.0,1.0,169.0,Tourism,10150.0,955.0,56.19
A00087887-V01,A00087887,V01,0,CL01,1,106.14,0.5,4.0,25.0,3.0,Yearly,No,WorkPrivate,43224,No,54,,F,,35.0,0.0,4.0,1560.0,109.0,Diesel,PEUGEOT,307,7.0,6.0,192.0,Tourism,20850.0,1512.0,106.14
A00078305-V01,A00078305,V01,0,CL01,1,114.27,0.5,4.0,6.0,4.0,Monthly,No,WorkPrivate,69034,No,45,,F,,25.0,0.0,9.0,1461.0,82.0,Diesel,RENAULT,CLIO,9.0,8.0,175.0,Tourism,17750.0,960.0,114.27
A00049977-V01,A00049977,V01,0,CL02,1,604.48,0.5,4.0,5.0,1.0,Monthly,No,Professional,92035,Yes,62,39,M,M,44.0,21.0,5.0,3192.0,238.0,Gasoline,VOLVO,S80,5.0,1.0,250.0,Tourism,44600.0,1656.0,604.48
A00049482-V01,A00049482,V01,0,CL01,1,607.76,0.5,4.0,6.0,1.0,Biannual,No,Retired,06088,No,63,,F,,44.0,0.0,1.0,1560.0,109.0,Diesel,PEUGEOT,3008,2.0,2.0,180.0,Tourism,28400.0,1425.0,607.76
A00062971-V01,A00062971,V01,0,CL01,1,424.88,0.5,4.0,13.0,7.0,Monthly,No,Retired,62108,No,71,,F,,32.0,0.0,11.0,1598.0,75.0,Gasoline,OPEL,ASTRA,13.0,12.0,170.0,Tourism,13401.0,1055.0,424.88
A00046087-V01,A00046087,V01,0,CL01,1,636.31,0.5,4.0,28.0,1.0,Biannual,No,Retired,37261,Yes,67,64,M,F,49.0,45.0,1.0,1997.0,164.0,Diesel,PEUGEOT,3008,1.0,1.0,190.0,Tourism,35100.0,1539.0,636.31
A00015879-V01,A00015879,V01,0,CL01,1,313.15,0.95,3.0,2.0,2.0,Monthly,No,WorkPrivate,08284,No,30,,F,,12.0,0.0,10.0,1870.0,81.0,Diesel,RENAULT,CLIO,12.0,10.0,174.0,Tourism,13645.0,1010.0,313.15
A00010157-V01,A00010157,V01,0,CL01,1,371.01,0.5,4.0,1.0,1.0,Monthly,No,WorkPrivate,13212,No,54,,M,,35.0,0.0,11.0,1868.0,70.0,Diesel,PEUGEOT,206,13.0,8.0,161.0,Tourism,12750.0,1010.0,371.01
A00017233-V01,A00017233,V01,0,CL01,1,661.25,0.64,4.0,3.0,3.0,Monthly,No,WorkPrivate,01289,No,59,,F,,16.0,0.0,11.0,1997.0,90.0,Diesel,PEUGEOT,406,12.0,8.0,180.0,Tourism,20100.0,1330.0,661.25
A00007949-V01,A00007949,V01,0,CL01,1,267.43,0.5,2.0,12.0,1.0,Biannual,No,WorkPrivate,39104,No,46,,F,,25.0,0.0,15.0,1149.0,59.0,Gasoline,RENAULT,TWINGO,15.0,12.0,152.0,Tourism,9620.0,823.0,267.43
A00040004-V01,A00040004,V01,0,CL01,1,454.67,0.5,4.0,10.0,2.0,Biannual,No,Retired,74011,Yes,68,66,M,F,47.0,44.0,2.0,1995.0,150.0,Diesel,RENAULT,LAGUNA,3.0,2.0,210.0,Tourism,32900.0,1486.0,454.67
A00035633-V01,A00035633,V01,0,CL01,1,499.83,0.54,4.0,13.0,4.0,Biannual,No,Retired,06907,No,70,,M,,37.0,0.0,4.0,1242.0,75.0,Gasoline,FORD,FIESTA,4.0,3.0,163.0,Tourism,12850.0,1027.0,499.83
A00017054-V01,A00017054,V01,0,CL02,1,851.12,0.5,4.0,8.0,2.0,Yearly,No,WorkPrivate,29212,Yes,33,33,F,M,15.0,15.0,3.0,1560.0,90.0,Diesel,CITROEN,BERLINGO,3.0,1.0,161.0,Tourism,20650.0,1407.0,851.12
A00075447-V01,A00075447,V01,0,CL01,1,51.97,0.5,4.0,22.0,6.0,Biannual,No,Professional,33162,No,44,,F,,26.0,0.0,11.0,1868.0,70.0,Diesel,PEUGEOT,206,13.0,8.0,161.0,Tourism,12750.0,1010.0,51.97
A00004590-V01,A00004590,V01,0,CL01,1,-299.75,0.68,3.0,8.0,1.0,Biannual,Yes,WorkPrivate,59606,No,62,,M,,43.0,0.0,6.0,1461.0,82.0,Diesel,RENAULT,KANGOO,8.0,6.0,160.0,Tourism,16300.0,1065.0,-299.75
A00042249-V01,A00042249,V01,0,CL01,1,977.07,0.5,4.0,24.0,3.0,Yearly,No,Professional,95555,Yes,54,51,F,M,33.0,33.0,5.0,3498.0,272.0,Gasoline,MERCEDES BENZ,ML350,6.0,1.0,225.0,Tourism,57600.0,2060.0,977.07
A00086180-V01,A00086180,V01,0,CL01,1,580.86,0.5,4.0,19.0,1.0,Biannual,No,WorkPrivate,02195,Yes,41,40,M,F,21.0,21.0,6.0,1910.0,120.0,Diesel,OPEL,ZAFIRA,6.0,6.0,185.0,Tourism,24900.0,1538.0,580.86
A00004889-V01,A00004889,V01,0,CL01,1,933.04,0.5,4.0,1.0,1.0,Yearly,No,WorkPrivate,75120,Yes,61,61,M,F,28.0,21.0,1.0,1461.0,64.0,Diesel,RENAULT,TWINGO,4.0,1.0,164.0,Tourism,12650.0,980.0,933.04
A00080240-V01,A00080240,V01,0,CL01,1,562.66,0.5,4.0,6.0,2.0,Yearly,No,WorkPrivate,13212,No,35,,F,,15.0,0.0,3.0,1968.0,140.0,Diesel,VOLKSWAGEN,EOS,5.0,4.0,206.0,Tourism,31320.0,1548.0,562.66
A00086518-V02,A00086518,V02,0,CL01,1,528.05,0.68,4.0,2.0,2.0,Monthly,No,WorkPrivate,13001,No,31,,M,,8.0,0.0,2.0,1598.0,90.0,Diesel,RENAULT,POLO,2.0,1.0,180.0,Tourism,16280.0,1082.0,528.05
A00083789-V01,A00083789,V01,0,CL01,1,130.11,0.5,3.0,9.0,9.0,Monthly,No,WorkPrivate,42207,No,52,,F,,33.0,0.0,14.0,1289.0,68.0,Gasoline,SKODA,FELICIA,16.0,13.0,150.0,Tourism,9222.0,920.0,130.11
A00041628-V01,A00041628,V01,0,CL01,1,-623.7,0.5,4.0,20.0,2.0,Biannual,No,WorkPrivate,72154,No,68,,F,,31.0,0.0,7.0,1242.0,60.0,Gasoline,FIAT,PANDA,8.0,5.0,155.0,Tourism,9745.0,860.0,-623.7
A00032942-V01,A00032942,V01,0,CL02,1,56.19,0.61,4.0,25.0,2.0,Yearly,No,Retired,76540,No,64,,M,,42.0,0.0,6.0,1242.0,60.0,Gasoline,FIAT,PUNTO,8.0,7.0,155.0,Tourism,10400.0,875.0,56.19
A00035193-V01,A00035193,V01,0,CL01,1,632.0,0.5,4.0,2.0,2.0,Biannual,No,Professional,34327,No,57,,M,,35.0,0.0,2.0,2148.0,96.0,Diesel,MERCEDES BENZ,VITO,4.0,1.0,156.0,Commercial,23436.0,1335.0,632.0
A00072356-V01,A00072356,V01,0,CL01,1,388.83,0.5,3.0,6.0,1.0,Biannual,Yes,WorkPrivate,59471,Yes,57,56,M,F,38.0,33.0,15.0,1905.0,70.0,Diesel,PEUGEOT,EXPERT,16.0,14.0,138.0,Commercial,17356.0,1234.0,388.83
A00033826-V01,A00033826,V01,0,CL01,1,473.66,0.51,4.0,7.0,1.0,Yearly,No,WorkPrivate,49904,Yes,56,26,F,F,35.0,7.0,1.0,1560.0,90.0,Diesel,PEUGEOT,207,5.0,4.0,182.0,Tourism,15150.0,1282.0,473.66
A00067954-V01,A00067954,V01,0,CL02,1,0.0,0.5,4.0,4.0,4.0,Biannual,No,WorkPrivate,44130,No,48,,F,,27.0,0.0,10.0,1587.0,109.0,Gasoline,CITROEN,XSARA,11.0,9.0,197.0,Tourism,18100.0,1216.0,0.0
A00034882-V01,A00034882,V01,0,CL01,1,866.12,0.5,4.0,27.0,2.0,Biannual,No,WorkPrivate,21231,No,59,,M,,39.0,0.0,4.0,1796.0,164.0,Gasoline,MERCEDES BENZ,C200,9.0,2.0,234.0,Tourism,30800.0,1490.0,866.12
A00015328-V01,A00015328,V01,0,CL02,1,1173.07,0.5,3.0,7.0,7.0,Yearly,No,WorkPrivate,75119,No,53,,M,,35.0,0.0,9.0,1390.0,98.0,Gasoline,RENAULT,CLIO,10.0,8.0,181.0,Tourism,13450.0,980.0,1173.07
A00047209-V01,A00047209,V01,0,CL01,1,228.0,0.54,4.0,7.0,3.0,Yearly,No,WorkPrivate,59122,No,31,,F,,12.0,0.0,7.0,998.0,66.0,Gasoline,TOYOTA,YARIS,7.0,7.0,155.0,Tourism,12300.0,830.0,228.0
A00000189-V01,A00000189,V01,0,CL01,1,1665.68,0.5,4.0,6.0,4.0,Biannual,No,WorkPrivate,95388,Yes,41,36,M,F,22.0,16.0,8.0,1998.0,101.0,Diesel,OPEL,ZAFIRA,9.0,6.0,175.0,Tourism,21100.0,1300.0,1665.68
A00017197-V01,A00017197,V01,0,CL01,1,264.27,0.5,4.0,3.0,3.0,Biannual,No,Retired,83034,No,69,,M,,51.0,0.0,5.0,1997.0,136.0,Gasoline,PEUGEOT,206,11.0,6.0,210.0,Tourism,20000.0,1227.0,264.27
A00083687-V01,A00083687,V01,0,CL01,1,454.17,0.5,4.0,4.0,2.0,Yearly,No,WorkPrivate,61001,Yes,61,66,M,F,41.0,47.0,2.0,998.0,68.0,Gasoline,CITROEN,C1,6.0,2.0,157.0,Tourism,8700.0,845.0,454.17
A00031633-V01,A00031633,V01,0,CL01,1,1236.0,0.5,4.0,26.0,2.0,Yearly,No,Retired,60212,No,81,,M,,44.0,0.0,9.0,1870.0,98.0,Diesel,RENAULT,MEGANE,12.0,11.0,185.0,Tourism,17974.0,1130.0,1236.0
A00064260-V01,A00064260,V01,0,CL01,1,1981.79,0.5,4.0,2.0,2.0,Yearly,No,Professional,75117,Yes,60,68,M,F,42.0,42.0,7.0,1598.0,113.0,Gasoline,RENAULT,SCENIC,8.0,6.0,185.0,Tourism,20500.0,1320.0,1981.79
A00085401-V01,A00085401,V01,0,CL02,1,0.0,0.5,4.0,14.0,1.0,Yearly,No,Professional,92050,No,41,,M,,21.0,0.0,5.0,1560.0,109.0,Diesel,PEUGEOT,206,7.0,5.0,183.0,Tourism,19050.0,950.0,0.0
A00042173-V01,A00042173,V01,0,CL01,1,993.48,0.5,4.0,14.0,4.0,Yearly,No,Retired,82121,No,77,,F,,57.0,0.0,6.0,1360.0,74.0,Gasoline,CITROEN,C3,9.0,9.0,162.0,Tourism,12950.0,1095.0,993.48
A00083600-V01,A00083600,V01,0,CL01,1,-395.52,0.5,2.0,26.0,6.0,Biannual,No,Retired,16292,No,81,,M,,57.0,0.0,23.0,770.0,34.0,Gasoline,FIAT,PANDA,25.0,24.0,125.0,Commercial,5298.0,1125.0,-395.52
A00009726-V01,A00009726,V01,0,CL01,1,530.55,0.54,4.0,16.0,2.0,Monthly,No,WorkPrivate,21231,Yes,41,20,M,F,23.0,2.0,5.0,1248.0,85.0,Diesel,FIAT,DOBLO,6.0,4.0,156.0,Tourism,15000.0,1330.0,530.55
A00075243-V01,A00075243,V01,0,CL02,1,-647.68,0.62,4.0,6.0,1.0,Monthly,No,WorkPrivate,92072,Yes,37,35,M,F,18.0,8.0,2.0,1149.0,75.0,Gasoline,DACIA,SANDERO,2.0,1.0,161.0,Tourism,7800.0,975.0,-647.68
A00022539-V01,A00022539,V01,0,CL01,1,265.36,0.5,4.0,25.0,2.0,Biannual,No,WorkPrivate,69081,Yes,51,22,F,M,32.0,4.0,8.0,1390.0,75.0,Gasoline,SEAT,IBIZA,9.0,7.0,174.0,Tourism,13550.0,1034.0,265.36
A00081081-V01,A00081081,V01,0,CL01,1,1236.0,0.5,4.0,27.0,3.0,Yearly,No,Retired,82121,No,75,,F,,50.0,0.0,3.0,1560.0,90.0,Diesel,CITROEN,C3,6.0,1.0,180.0,Tourism,19200.0,1058.0,1236.0
A00017586-V01,A00017586,V01,0,CL01,1,2486.23,0.75,4.0,1.0,1.0,Yearly,No,WorkPrivate,58194,No,58,,M,,39.0,0.0,5.0,1991.0,109.0,Diesel,MERCEDES BENZ,A180,7.0,1.0,186.0,Tourism,26000.0,1270.0,2486.23
A00088840-V02,A00088840,V02,0,CL02,1,1475.75,0.54,4.0,7.0,4.0,Monthly,No,WorkPrivate,59322,No,58,,M,,35.0,0.0,4.0,1560.0,109.0,Diesel,CITROEN,C5,7.0,4.0,190.0,Tourism,26500.0,1424.0,1475.75
A00070536-V01,A00070536,V01,0,CL01,1,645.31,0.5,4.0,1.0,1.0,Quarterly,No,WorkPrivate,68224,No,56,,M,,34.0,0.0,5.0,1560.0,109.0,Diesel,PEUGEOT,407,5.0,2.0,192.0,Tourism,24100.0,1437.0,645.31
A00057879-V01,A00057879,V01,0,CL01,1,1362.02,0.5,4.0,4.0,3.0,Biannual,No,Retired,22187,No,67,,F,,47.0,0.0,7.0,1896.0,105.0,Diesel,VOLKSWAGEN,GOLF,8.0,4.0,187.0,Tourism,21370.0,1251.0,1362.02
A00065186-V01,A00065186,V01,0,CL01,1,1010.41,0.5,1.0,13.0,2.0,Monthly,No,WorkPrivate,17300,No,43,,M,,23.0,0.0,11.0,1870.0,64.0,Diesel,RENAULT,MEGANE,12.0,11.0,156.0,Tourism,15611.0,1185.0,1010.41
A00024683-V01,A00024683,V01,0,CL01,1,4234.84,0.5,4.0,6.0,2.0,Monthly,No,WorkPrivate,69266,Yes,40,38,M,F,21.0,14.0,8.0,2179.0,131.0,Diesel,CITROEN,C8,9.0,6.0,182.0,Tourism,33450.0,1648.0,4181.04
A00030892-V01,A00030892,V01,0,CL02,1,121.9,0.55,4.0,26.0,1.0,Monthly,Yes,Retired,2B150,Yes,74,77,F,M,37.0,42.0,7.0,1149.0,75.0,Gasoline,RENAULT,CLIO,10.0,8.0,170.0,Tourism,13050.0,930.0,121.9
A00052778-V01,A00052778,V01,0,CL01,1,629.09,0.5,4.0,1.0,1.0,Yearly,No,WorkPrivate,59378,No,51,,F,,23.0,0.0,1.0,1360.0,75.0,Gasoline,PEUGEOT,207,2.0,1.0,167.0,Tourism,12900.0,1126.0,629.09
A00017544-V01,A00017544,V01,0,CL01,1,1790.44,0.5,3.0,10.0,1.0,Yearly,No,Retired,54495,No,74,,F,,46.0,0.0,12.0,1149.0,59.0,Gasoline,RENAULT,TWINGO,13.0,11.0,151.0,Tourism,8522.0,823.0,1790.44
A00022540-V01,A00022540,V01,0,CL01,1,1010.41,0.51,4.0,1.0,1.0,Monthly,No,WorkPrivate,95480,Yes,41,39,M,F,19.0,13.0,2.0,1910.0,150.0,Diesel,OPEL,ZAFIRA,6.0,1.0,202.0,Tourism,27950.0,1538.0,1010.41
A00018913-V01,A00018913,V01,0,CL01,1,134.75,0.95,4.0,1.0,1.0,Biannual,No,WorkPrivate,91549,No,42,,M,,21.0,0.0,1.0,1461.0,111.0,Diesel,RENAULT,MEGANE,2.0,1.0,190.0,Tourism,23500.0,1320.0,134.75
A00052024-V01,A00052024,V01,0,CL01,1,-278.22,0.5,4.0,13.0,1.0,Monthly,No,WorkPrivate,77285,Yes,49,47,M,F,30.0,24.0,1.0,1749.0,125.0,Gasoline,CITROEN,C5,3.0,1.0,200.0,Tourism,22000.0,1510.0,-278.22
A00017529-V01,A00017529,V01,0,CL01,1,4995.98,0.5,4.0,11.0,3.0,Yearly,No,WorkPrivate,93057,No,69,,M,,37.0,0.0,9.0,2184.0,115.0,Diesel,NISSAN,ALMERA TINO,11.0,8.0,180.0,Tourism,20940.0,1480.0,4181.04
A00043732-V01,A00043732,V01,0,CL01,1,0.0,0.5,4.0,19.0,2.0,Yearly,No,Professional,34084,Yes,50,44,M,F,32.0,24.0,10.0,2800.0,127.0,Diesel,PEUGEOT,BOXER,11.0,9.0,152.0,Commercial,31726.0,1828.8,0.0
A00078228-V01,A00078228,V01,0,CL01,1,1103.7,0.5,3.0,25.0,1.0,Monthly,No,WorkPrivate,62758,Yes,43,21,F,F,25.0,2.0,8.0,1997.0,90.0,Diesel,PEUGEOT,307,10.0,6.0,179.0,Tourism,20350.0,1260.0,1103.7
A00044444-V01,A00044444,V01,0,CL01,1,1236.0,0.56,4.0,26.0,1.0,Yearly,No,Retired,68224,Yes,78,75,M,F,56.0,42.0,2.0,1984.0,200.0,Gasoline,AUDI,A3,3.0,1.0,236.0,Tourism,40760.0,1415.0,1236.0
A00084964-V01,A00084964,V01,0,CL01,1,670.91,0.5,4.0,5.0,1.0,Monthly,No,WorkPrivate,29039,Yes,31,35,F,F,13.0,17.0,4.0,1968.0,140.0,Diesel,AUDI,A3,8.0,2.0,207.0,Tourism,25960.0,1340.0,670.91
A00055625-V01,A00055625,V01,0,CL01,1,2666.85,0.62,4.0,26.0,2.0,Biannual,No,Retired,88409,No,76,,M,,53.0,0.0,2.0,998.0,68.0,Gasoline,CITROEN,C1,6.0,2.0,157.0,Tourism,8700.0,845.0,2666.85
A00059979-V01,A00059979,V01,0,CL01,1,303.64,0.5,3.0,15.0,4.0,Yearly,No,WorkPrivate,54300,Yes,72,40,F,M,28.0,21.0,11.0,1896.0,90.0,Diesel,SEAT,CORDOBA,12.0,11.0,176.0,Tourism,14177.0,1174.0,303.64
A00054821-V01,A00054821,V01,0,CL01,1,1085.63,0.5,4.0,10.0,1.0,Monthly,No,Retired,75116,No,77,,M,,55.0,0.0,7.0,2688.0,164.0,Diesel,MERCEDES BENZ,ML270,12.0,6.0,185.0,Tourism,49310.0,2045.0,1085.63
A00088499-V01,A00088499,V01,0,CL01,1,1236.0,0.5,2.0,15.0,3.0,Biannual,No,WorkPrivate,93070,Yes,50,52,F,M,31.0,24.0,12.0,2494.0,105.0,Diesel,NISSAN,PICK UP,13.0,9.0,145.0,Commercial,27161.0,1800.0,1236.0
A00031412-V01,A00031412,V01,0,CL01,1,794.83,0.5,4.0,5.0,3.0,Yearly,No,Retired,71236,Yes,64,64,M,F,43.0,43.0,3.0,1461.0,86.0,Diesel,RENAULT,CLIO,4.0,1.0,174.0,Tourism,18600.0,1205.0,794.83
A00030233-V01,A00030233,V01,0,CL01,1,1236.0,0.5,4.0,12.0,2.0,Monthly,No,WorkPrivate,01115,No,39,,M,,21.0,0.0,12.0,1870.0,98.0,Diesel,RENAULT,SCENIC,13.0,11.0,173.0,Tourism,22090.0,1300.0,1236.0
A00031264-V01,A00031264,V01,0,CL01,1,521.58,0.5,4.0,18.0,1.0,Biannual,Yes,WorkPrivate,59382,No,54,,M,,35.0,0.0,14.0,1994.0,86.0,Diesel,ROVER,220,15.0,11.0,170.0,Tourism,12959.0,1105.0,521.58
A00073596-V01,A00073596,V01,0,CL02,1,-136.21,0.5,4.0,6.0,1.0,Yearly,No,Retired,60261,No,64,,F,,46.0,0.0,6.0,1598.0,113.0,Gasoline,RENAULT,SCENIC,8.0,6.0,185.0,Tourism,20800.0,1320.0,-136.21
A00082232-V02,A00082232,V02,0,CL01,1,102.98,0.75,3.0,2.0,1.0,Monthly,No,WorkPrivate,46213,No,38,,F,,20.0,0.0,22.0,1769.0,60.0,Diesel,PEUGEOT,205,28.0,18.0,155.0,Tourism,11564.0,850.0,102.98
A00045154-V01,A00045154,V01,0,CL01,1,0.0,1.25,4.0,12.0,3.0,Biannual,No,WorkPrivate,67218,No,38,,F,,17.0,0.0,4.0,1229.0,81.0,Gasoline,OPEL,CORSA,5.0,4.0,168.0,Tourism,13900.0,1070.0,0.0
A00080611-V01,A00080611,V01,0,CL01,1,119.35,0.5,4.0,12.0,2.0,Yearly,No,WorkPrivate,44126,No,75,,M,,56.0,0.0,6.0,1149.0,75.0,Gasoline,RENAULT,TWINGO,11.0,5.0,170.0,Tourism,11300.0,845.0,119.35
A00000200-V01,A00000200,V01,0,CL01,1,215.28,0.5,4.0,2.0,2.0,Monthly,No,WorkPrivate,03321,Yes,40,36,M,F,22.0,16.0,10.0,1896.0,131.0,Diesel,VOLKSWAGEN,PASSAT,11.0,7.0,201.0,Tourism,25040.0,1425.0,215.28
A00031802-V01,A00031802,V01,0,CL01,1,240.23,0.5,2.0,12.0,2.0,Biannual,No,WorkPrivate,57428,No,53,,M,,34.0,0.0,18.0,1896.0,75.0,Diesel,VOLKSWAGEN,GOLF,20.0,17.0,165.0,Tourism,14895.0,1055.0,240.23
A00071778-V01,A00071778,V01,0,CL01,1,767.19,0.6,4.0,6.0,2.0,Biannual,No,WorkPrivate,94033,No,43,,M,,22.0,0.0,2.0,1560.0,109.0,Diesel,CITROEN,C4 PICASSO,3.0,1.0,180.0,Tourism,25500.0,1530.0,767.19
A00073244-V01,A00073244,V01,0,CL01,1,190.73,0.62,4.0,24.0,1.0,Monthly,No,WorkPrivate,71064,No,63,,F,,44.0,0.0,1.0,1598.0,105.0,Gasoline,DACIA,DUSTER,1.0,1.0,164.0,Tourism,14900.0,1160.0,190.73
A00069459-V01,A00069459,V01,0,CL03,1,150.21,0.51,4.0,8.0,2.0,Biannual,No,WorkPrivate,12018,No,56,,F,,36.0,0.0,2.0,1149.0,75.0,Gasoline,RENAULT,TWINGO,4.0,1.0,173.0,Tourism,15200.0,955.0,150.21
A00064361-V01,A00064361,V01,0,CL01,1,21.53,0.5,4.0,2.0,1.0,Yearly,No,WorkPrivate,83061,No,57,,F,,34.0,0.0,4.0,1461.0,86.0,Diesel,RENAULT,CLIO,6.0,4.0,174.0,Tourism,17450.0,1175.0,21.53
